Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АДТТП41;1;5;26-813;1;ст.пр.Фиалкин Вячеслав Владимирович;128;Архитектура интеллектуальных транспортных систем;пр.;3373
АДАД31;4;2;26-610;2;асс.Акулов Владимир Владимирович;130;Проектирование автомобильных дорог;пр.;22623
АДПГ41;3;3;08-426;2;доц.Яковлев Владимир Викторович;132;Прикладная геодезия;л.;2908
ИФ41;6;5;22-502;2;ст.пр.Чантурия Кристина Паатаевна;134;Финансовый менеджмент;пр.;2960
АДГК41;6;4;26-701;1;доц.Шевченко Ольга Юрьевна;135;Делопроизводство в кадастре;л.;7
ИЭБ42 ИЭБ41 ИЭБ43;5;4;21-311а;2;доц.Изварина Наталия Юрьевна;142;Аудит;л.;2982
АША41 АША42;2;5;26-501;2;доц.Кашина Ирина Владимировна;144;Высотные и пространственные здания и сооружения;л.;3275
АШРР21;5;2;24-702 24-801;2;асс.Новичихина Анастасия Андреевна/доц.Трейман Юлия Феликсовна;145;Архитектурное реконструктивное проектирование;лаб.;24849/3391
АШРР11;5;1;24-403;2;ст.пр.Семергей Маргарита Александровна;146;Живопись;лаб.;22915
МКОЗДК21;4;3;24-501;1;зав.к.Бердник Татьяна Олеговна;149;Теория и методология дизайна;л.;3211
АШП41;3;3;21-125 21-223;1;ст.пр.Кожевникова Екатерина Михайловна/ст.пр.Подосинина Ирина Сергеевна;150;Здания спортивного назначения и сооружения для торговли;лаб.;3347/3360
ЮЮ25 ЮЮ22 ЮЮ26;6;3;25-315;2;доц.Дьякова Оксана Валерьевна;7;Социальное предпринимательство;л.;1350
АССУ32;3;3;01-353;1;доц.Волкова Диана Владимировна;10;Культурология;пр.;227
ЮЮS21;6;2;25-513;2;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
АДТТП33 АДТТП31 АДТТП32;4;2;25-505;2;доц.Сергеева Галина Александровна;18;Безопасность жизнедеятельности;л.;3250
ИЭ45 ИЭ46 ИЭ44;3;4;21-315;1;ст.пр.Казакова Аминат Муратовна;24;Международное регионоведение;л.;512
АСП16;4;2;01-402 02-702;1;доц.Витченко Марина Александровна/доц.Чебанова Елена Владимировна;34;Физика;лаб.;3528/3534
АДПГ22;4;3;25-117;1;асс.Кряжкова Екатерина Владимировна;35;Психология личности и группы;пр.;24976
ИТД12;6;1;25-217;1;доц.Рудская Елена Николаевна;37;Основы торгового дела;пр.;727
АСП24;6;3;21-125 25-114;2;ст.пр.Девяткин Алексей Константинович/доц.Дударев Константин Геннадиевич;38;Общая электротехника и электроснабжение;лаб.;5769/3568
ПСС21;6;1;02-406;1;проф.Морозова Ольга Михайловна;43;Персональный имидж и карьерный менеджмент;л.;789
АССУ11;6;1;22-402;1;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
АССУ31увц;5;2;21-211;1;проф.Ерошенко Татьяна Игоревна;46;Социальное взаимодействие в строительстве;пр.;3161
ЮОЗЮS22;3;2;25-516;2;доц.Москалева Татьяна Александровна;51;Семейное право;пр.;22684
АСП34 АСП33 АСП31;3;3;21-313;1;ст.пр.Апрышкин Дмитрий Сергеевич;69;Вертикальный транспорт;л.;570
МКДК11;6;2;08-502;2;ст.пр.Шахбанова Наталия Анатольевна;76;Основы нравственности;л.;875
АДГ11;5;1;25-703;1;доц.Прянишникова Любовь Ивановна;82;Практики работы с данными;лаб.;2951
ЮОЗЮS32;3;2;25-313;2;доц.Крыгина Ирина Александровна;85;Наследственное право;пр.;22211
ЮЮ15 ЮЮ12 ЮЮ13;2;1;25-311;1;доц.Ильясов Денис Борисович;86;Правоохранительные органы;л.;23304
ЮЮ15 ЮЮ14 ЮЮ17;6;1;08-423;1;доц.Рощина Евгения Валерьевна;90;Информационные технологии в юридической сфере;л.;815
ЮОЗЮS33;2;2;25-415;1;зав.к.Алексеева Марина Владимировна;92;Государственное управление в информационной сфере;л.;3695
АИВВ31;6;2;22-202;1;зав.к.Бутко Денис Александрович;101;Водоснабжение;л.;3180
АИССП31;1;3;23-219;1;доц.Самарская Наталья Сергеевна;104;Промышленная экология;л.;1414
АСП42 АСП41 АСП43;5;4;25-123;1;зав.к.Прокопов Альберт Юрьевич;107;Основания и фундаменты;л.;2893
АИТЭПГ11;3;1;11-223 11-207;2;ст.пр.Ковалева Наталья Вадимовна/асс.Пашян Джульетта Араратовна;108;Инженерная и компьютерная графика;лаб.;3385/22100
АИПСМ21;1;2;23-221;1;проф.Моргун Любовь Васильевна;109;Строительные материалы;л.;1384
АСП15 АСП13 АСП12;6;1;25-704;2;доц.Высоковский Дмитрий Александрович;110;Теоретическая механика;л.;3325
АША31 АША32;3;2;24-701;1;ст.пр.Харченко Лариса Николаевна;115;Архитектура зданий и сооружений;л.;23999
АСП31 АСП33 АСП32;1;3;21-208;2;доц.Чубаров Валерий Ервантович;116;Железобетонные и каменные конструкции;л.;2878
АСП41;5;3;21-125;1;доц.Скуратов Сергей Викторович;117;Конструкции из дерева и пластмасс;пр.;2973
АСП32;6;2;21-117;2;доц.Ключникова Ольга Владимировна;118;Основы организации и управления в строительстве;пр.;2866
АССУ22;2;1;26-001 21-211;2;доц.Кадомцева Елена Эдуардовна/доц.Еремин Виктор Дмитриевич;120;Сопротивление материалов;лаб.;2843/3025
АСПп43;2;5;22-401;1;зав.к.Шеина Светлана Георгиевна;125;Спецкурс по кафедре ГСХ;л.;3034
ИМ15;5;1;25-312;2;доц.Азаров Даниил Анатольевич;127;Практики работы с данными;пр.;62
АДТТП32;1;1;08-418 08-618;2;асс.Костенко Анастасия Александровна/ст.пр.Солодовченко Ирина Юрьевна;128;Единая транспортная система;лаб.;22563/3371
АДАД21;2;2;26-601;2;доц.Аннабердиев Александр Хаджи-Муратович;130;Дорожные и строительные машины;пр.;3091
АССУ13;2;1;21-303;1;ст.пр.Гермак Оксана Викторовна;132;Геодезия;л.;3081
ИЭБ21;5;3;21-117;2;ст.пр.Чантурия Кристина Паатаевна;134;Финансы;пр.;2960
АДГК31;1;4;21-117;1;асс.Бурдова Дарья Викторовна;135;Землеустройство;пр.;23029
ИЭБ51 ИЭБ53 ИЭБ52;4;5;21-311а;2;доц.Капранов Алексей Владимирович;142;Криминалистика;л.;179
АССУ22 АССУ21;2;3;26-510;2;доц.Кашина Ирина Владимировна;144;Архитектура промышленных и гражданских зданий;л.;3275
АШРР32;1;3;24-702;1;доц.Попов Александр Владимирович;145;История искусств;пр.;3392
АШГР11;2;2;02-702 06-402;1;асс.Аржанов Михаил Михайлович/проф.Олешня Сергей Николаевич;146;Живопись;лаб.;23912/3315
МКДК12;6;1;24-502 24-501;2;доц.Клименко Ирина Ахсаровна/ст.пр.Лиманова Татьяна Николаевна;149;Цветоведение и колористика;лаб.;3221/23969
АШГР31;6;2;24-603 24-602;1;асс.Иванченко Елизавета Алексеевна/доц.Дворников Юрий Яковлевич;150;Архитектурно-градостроительное проектирование;лаб.;22731/3356
ИЭБ22;5;3;21-117;2;доц.Федосенко Анна Александровна;7;Социальное предпринимательство;пр.;1368
АИТЭПГ11;6;2;01-353;2;доц.Малышев Александр Викторович;10;История (история России, всеобщая история);л.;3133
ИЭ34 ИЭ32 ИЭ35;2;3;25-418;2;доц.Анциферова Наталья Александровна;12;Правовое обеспечение профессиональной деятельности;л.;1235
БТТ21 БТТ22;1;2;08-208;1;зав.к.Дымникова Ольга Валентиновна;18;Теория горения и взрыва;л.;361
ИЭ25;5;3;21-117;2;преп.Дуюнова Светлана Федоровна;24;Логика;пр.;522
АССУ12;2;1;25-114 25-111;1;проф.Снежков Вениамин Иванович/доц.Русакова Елизавета Борисовна;34;Физика;лаб.;3522/3523
АДГК21;4;2;08-430а;2;асс.Кряжкова Екатерина Владимировна;35;Психология личности и группы;пр.;24976
АИССП21;2;1;01-282;1;доц.Аксёнов Алексей Александрович;37;Технологическое предпринимательство;пр.;1380
АССУ22 АССУ21;6;2;01-292;1;доц.Чавычалов Максим Вячеславович;38;Общая электротехника и электроснабжение;л.;3728
АДС11;5;2;02-702;2;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
ИОЗМ11;4;2;25-118;1;проф.Харламова Галина Сергеевна;46;Философия;л.;22709
ЮЮ41 ЮЮ42;2;4;22-502;1;доц.Казанцева Ольга Геннадьевна;51;Правовые основы несостоятельности (банкротство);л.;6116
АДТТП43;2;3;26-413;1;доц.Котесова Анастасия Александровна;69;Транспортная энергетика;пр.;3043
АДПГ11 АДПГ12;1;2;26-413;1;ст.пр.Лукьяненко Константин Александрович;76;Основы нравственности;л.;23997
ИЭБ13;3;2;25-307;1;доц.Кондратьева Татьяна Николаевна;82;Информатика;лаб.;2943
ЮОЗЮ21 ЮОЗЮ22 ЮОЗЮ23;4;2;25-313;2;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;л.;23364
ЮЮS22;1;2;25-311;1;доц.Загайнова Юлия Васильевна;86;Уголовное право;пр.;22519
ЮОЗЮ11 ЮОЗЮ12;6;2;01-394;2;доц.Никишина Татьяна Геннадьевна;90;Информационные технологии в юридической сфере;л.;1180
ЮЮ37;4;3;25-415;1;зав.к.Алексеева Марина Владимировна;92;Государственное управление в информационной сфере;л.;3695
АСП28 АСП26 АСП27;4;2;21-330;2;доц.Щуцкая Елена Евгеньевна;101;Водоснабжение и водоотведение;л.;22148
АИТВ42 АИТВ41;4;4;23-220;1;доц.Руденко Николай Николаевич;104;"Модуль: ""Современные системы климатизации зданий""";л.;3175
АСП46 АСП44 АСП45;5;5;21-401;1;доц.Акопян Александр Феликсович;107;Основания и фундаменты;л.;2896
БТТ12;2;2;25-114 25-111;1;доц.Гончарова Татьяна Владиславовна/асс.Пашян Джульетта Араратовна;108;Инженерная и компьютерная графика;пр.;3383/22100
АССУ21 АССУ22;6;2;23-207;2;доц.Курилова Светлана Николаевна;109;Строительные материалы;л.;2810
АССУ52 АССУ53;5;5;21-401;2;доц.Кравченко Галина Михайловна;110;Динамика и устойчивость сооружений;л.;3323
АША31;1;4;25-513;1;проф.Шаталов Александр Анатольевич;115;Комплексные исследования и предпроектный анализ в архитектуре;пр.;24000
АССУ53;5;6;21-211;2;асс.Умаров Артур Гасанович;116;Обследование и испытание сооружений;лаб.;22754
АСПп41;1;3;25-118 25-111;2;асс.Леонова Дарья Александровна/асс.Пирожникова Татьяна Леонидовна;117;Конструкции из дерева и пластмасс;лаб.;22586/6213
АСП35;6;2;21-117;2;ст.пр.Аляева Марина Юльевна;118;Ценообразование и сметное дело в строительстве;пр.;2870
АСП28;2;2;26-001 26-001а;2;доц.Стрельников Григорий Петрович/доц.Кадомцева Елена Эдуардовна;120;Специальные вопросы сопротивления материалов;лаб.;1426/2843
АСЭУН32 АСЭУН31;2;2;26-201;1;ст.пр.Новоселова Ирина Валерьевна;125;Операции с недвижимостью и страхование;л.;3270
ИЭ18 ИЭ16;3;1;25-312;1;ст.пр.Азарова Лидия Вячеславовна;127;Практики работы с данными;л.;63
АДТТП41;3;4;26-811;2;зав.к.Зырянов Владимир Васильевич;128;Архитектура интеллектуальных транспортных систем;л.;3074
АСП26;4;1;21-211;1;доц.Веремеенко Андрей Анатольевич;130;Средства механизации строительства;пр.;3039
АДПГ31 АДПГ32;4;3;21-303;1;ст.пр.Арсеньев Дмитрий Михайлович;132;Оптико-электронные измерения;л.;2918
ИБ31_2;5;2;21-117;2;ст.пр.Чантурия Кристина Паатаевна;134;Инвестиции;пр.;2960
АДОМп41;2;4;26-711;2;доц.Ярышева Татьяна Валентиновна;135;Государственный контроль за использованием земельных ресурсов;л.;6255
ИЭБ33;1;4;21-311а;1;ст.пр.Торосьянц Надежда Васильевна;142;Экономический анализ;пр.;2994
АСП34 АСП33;3;2;21-318;1;проф.Языева Светлана Борисовна;144;Конструкции гражданских и промышленных зданий;л.;3276
АШРР32 АШРР31;2;2;24-802;2;проф.Кишкинова Евгения Михайловна;145;История архитектуры и градостроительства;л.;3390
АШП41;3;5;21-125 21-223;1;доц.Горячева Елена Анатольевна/проф.Трунин Владимир Ушангинович;146;Рисунок, живопись, пластика;лаб.;23000/3313
МКДК11;6;1;06-502 08-302;2;доц.Куприянова Елена Владимировна/асс.Шабанова Аделина Александровна;149;Основы композиции;лаб.;22189/24916
АШГР41;5;4;24-603;1;доц.Карасева Лариса Владленовна;150;Архитектурная физика;л.;3346
ЮОЗЮ22;4;3;25-513;2;проф.Цветкова Светлана Николаевна;7;Социальное предпринимательство;пр.;125
АСП12;1;3;21-117;1;доц.Жуковская Татьяна Юрьевна;10;История ( история России, всеобщая история);пр.;3132
ЮЮ26 ЮЮ22 ЮЮ24;2;2;25-418;2;зав.к.Сапожникова Екатерина Юрьевна;12;Финансовое право;л.;267
АССУ41увц;4;1;25-703;2;доц.Сергеева Галина Александровна;18;БЖД (ЧС);пр.;3250
ИЭ24;3;2;21-117;1;ст.пр.Казакова Аминат Муратовна;24;Основы внешнеэкономической деятельности;пр.;512
АИТСЭ11;4;1;01-402;1;доц.Чебанова Елена Владимировна;34;Физика;лаб.;3534
ИЭБ14;4;1;08-430а;2;асс.Кряжкова Екатерина Владимировна;35;Психология личности и группы;пр.;24976
АДГ21;2;3;08-302;2;доц.Иванова Оксана Евгеньевна;37;Экономика;л.;1372
АСП28;6;2;21-125 21-117;2;доц.Дударев Константин Геннадиевич/ст.пр.Девяткин Алексей Константинович;38;Общая электротехника и электроснабжение;лаб.;3568/5769
АШП11;4;1;10-505;1;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
ИЭ18;3;1;25-703;2;доц.Куликов Дмитрий Константинович;46;Философия;пр.;3588
ЮЮ24;2;1;25-118;2;преп.Леймоева Залина Беслановна;51;Семейное право;пр.;23421
АСП37;6;2;22-502 25-506;1;ст.пр.Апрышкин Дмитрий Сергеевич/ст.пр.Колганов Владимир Петрович;69;Вертикальный транспорт;лаб.;570/569
АША11 АША12 АША13;1;1;08-502;2;ст.пр.Шахбанова Наталия Анатольевна;76;Основы нравственности;л.;875
АДГ11;3;1;25-114;2;доц.Богачева Марина Николаевна;82;Практики работы с данными;л.;2933
ЮЮ22;6;2;25-115;2;ст.пр.Суздалева Анастасия Дмитриевна;85;Гражданское право;пр.;23059
ЮОЗЮS33 ЮОЗЮS31 ЮОЗЮS32;4;3;25-311;1;проф.Кузина Светлана Ивановна;86;Криминология;л.;5945
ЮОЗЮS12;5;1;08-423;1;доц.Никишина Татьяна Геннадьевна;90;Информационные технологии в юридической сфере;л.;1180
ЮОЗЮS31;3;2;25-516;2;доц.Линкин Виктор Николаевич;92;Актуальные вопросы теории государства и права;пр.;6154
АИВВ31;3;3;21-001;1;доц.Долженко Лидия Алексеевна;101;Водоотведение и очистка сточных вод;пр.;3156
АИТВ21;6;1;21-601;1;доц.Букаров Николай Викторович;104;Теоретические основы теплотехники: Техническая термодинамика;л.;3164
АСПп43;1;3;25-118;2;доц.Акопян Владимир Феликсович;107;Спецкурс по кафедре ИГОФ;л.;2895
АДТТП13;2;1;25-114 25-111;1;асс.Пашян Джульетта Араратовна/ст.пр.Арцишевская Ольга Александровна;108;Инженерная и компьютерная графика;пр.;22100/3378
АИТХОМ21;5;1;23-209 23-207;1;асс.Порохня Аксинья Сергеевна/доц.Сысоев Александр Константинович;109;Материаловедение;лаб.;23789/1385
АССУ53 АССУ52;5;4;21-401;2;доц.Труфанова Елена Васильевна;110;Сейсмостойкость сооружений;л.;3324
АША11 АША12 АША13;1;2;08-302;2;проф.Шаталов Александр Анатольевич;115;Пространственно-композиционное моделирование и архитектурная графика;л.;24000
АИСК31;2;2;01-282;1;ст.пр.Ефименко Екатерина Андреевна;116;Железобетонные и каменные конструкции;пр.;2892
АСП45 АСП46 АСП44;5;3;21-401;1;проф.Журавлев Александр Александрович;117;Конструкции из дерева и пластмасс;л.;2962
АСП33;1;1;21-211;2;ст.пр.Кравченко Анастасия Игоревна;118;Основы организации и управления в строительстве;пр.;1354
АСП26;1;1;26-001а;1;доц.Еремин Виктор Дмитриевич;120;Специальные вопросы сопротивления материалов;пр.;3025
АСЭУН41;3;3;25-111;2;доц.Былков Валерий Владимирович;125;Правовая экспертиза;л.;23092
АША12 АША13 АША11;2;1;25-312;2;ст.пр.Коровина Ксения Сергеевна;127;Математика;л.;71
АДТТП41;3;3;26-801 26-812;2;асс.Домбалян Анжелика Вагановна/ст.пр.Фиалкин Вячеслав Владимирович;128;Архитектура интеллектуальных транспортных систем;лаб.;22562/3373
АДАМТ41;1;4;26-613;2;доц.Строев Дмитрий Александрович;130;Проектирование автодорожных мостовых сооружений;пр.;3119
АИПСМ11;5;3;25-410;1;ст.пр.Калачева Наталья Александровна;132;Геодезия;л.;2922
ИЭ25;5;1;21-117;2;доц.Мазий Валентина Витальевна;134;Основы налогообложения;пр.;347
АДГК21;4;3;08-232;1;асс.Бурдова Дарья Викторовна;135;Экономика недвижимости;пр.;23029
ИЭБ14;4;2;01-460а;2;доц.Маилян Лия Дмитриевна;142;Административное право;пр.;2887
АСП35 АСП36;4;4;26-412;1;доц.Халезин Сергей Валерьевич;144;Конструкции гражданских и промышленных зданий;л.;3283
АШРР41;3;3;24-801;2;доц.Кольстет Ольга Анатольевна;145;Современная архитектура;л.;3435
АШП21;5;1;22-402;1;доц.Горячева Елена Анатольевна;146;Рисунок, живопись, пластика;пр.;23000
МКДК11 МКДК12;3;1;24-502;1;ст.пр.Саяпина Лариса Юрьевна;149;Профессиональные коммуникации в дизайне;л.;3220
АШП31 АШП32;1;4;22-504;1;доц.Карасева Лариса Владленовна;150;Физика среды и ограждающих конструкций;л.;3346
ИММ31;6;3;22-302;1;ст.пр.Камнева Полина Ивановна;7;Инновационный маркетинг;пр.;1353
АСП15 АСП16;1;1;01-353;1;проф.Бондарев Виталий Александрович;10;История ( история России, всеобщая история);л.;22590
ИЭ19;2;2;25-118;1;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;пр.;269
БТТ22;1;1;08-206;1;зав.к.Дымникова Ольга Валентиновна;18;Теория горения и взрыва;пр.;361
ИЭ44;1;5;21-117;1;доц.Хвоевская Лариса Ивановна;24;Экономическая дипломатия;пр.;514
АИВВ11;5;1;01-402;1;доц.Брылева Марина Анатольевна;34;Физика;лаб.;3526
ИЭБ13;6;1;08-322;1;доц.Гордынская Наталья Геннадьевна;35;Психология личности и группы;л.;24939
ИТД33;3;3;25-217;2;асс.Салман Олеся Федоровна;37;Логистика;пр.;22170
АСП22;3;2;01-290 01-291;1;доц.Дударев Константин Геннадиевич/ст.пр.Девяткин Алексей Константинович;38;Общая электротехника и электроснабжение;лаб.;3568/5769
АСП14;5;1;02-702;2;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
АССУ32;3;4;01-333;1;проф.Ерошенко Татьяна Игоревна;46;Социальное взаимодействие в строительстве;пр.;3161
ЮЮ32;6;3;26-413;1;доц.Глущенко Дмитрий Владимирович;51;Адвокатура;пр.;22794
АСП31;1;1;21-213 21-214;2;ст.пр.Апрышкин Дмитрий Сергеевич/ст.пр.Колганов Владимир Петрович;69;Вертикальный транспорт;лаб.;570/569
АССУ13;2;2;21-403;1;ст.пр.Шахбанова Наталия Анатольевна;76;Основы нравственности;л.;875
ИЭБ14;5;1;25-307;2;доц.Гробер Олег Владимирович;82;Информатика;лаб.;2935
ЮОЗЮ41 ЮОЗЮ42;3;3;25-115;2;доц.Мирошниченко Анна Юрьевна;85;Жилищное право;л.;23154
ЮЮ26;2;3;25-118;2;доц.Рябко Наталья Владимировна;86;Уголовное право;пр.;6235
ЮОЗЮS12;5;2;08-023;1;доц.Никишина Татьяна Геннадьевна;90;Информационные технологии в юридической сфере;пр.;1180
ЮЮ45;1;5;25-415;1;доц.Линкин Виктор Николаевич;92;Актуальные проблемы современного государственного развития;л.;6154
АШП21;4;2;21-001;1;доц.Цурикова Елена Геннадиевна;101;Водоснабжение и водоотведение;лаб.;3184
АИТВ31;4;4;23-220;2;асс.Гришин Григорий Сергеевич;104;Генераторы тепла и автономное теплоснабжение зданий;пр.;3168
АИПСМ11;3;1;25-124;1;проф.Должиков Петр Николаевич;107;Геология;л.;2897
БТТ12;1;2;01-404;2;доц.Гончарова Татьяна Владиславовна;108;Инженерная и компьютерная графика;л.;3383
АИСЭЖ21;1;2;23-221;2;проф.Моргун Любовь Васильевна;109;Строительные материалы;л.;1384
АССУ51увц;5;4;22-402;2;ст.пр.Тюрина Василина Сергеевна;110;Нелинейные задачи строительной механики;пр.;3331
АША31;3;4;25-703 21-211;1;ст.пр.Брыкова Наталья Алексеевна/асс.Чегге Валерия Сергеевна;115;Информационное моделирование в архитектуре;лаб.;3439/23381
АСП39 АСП37 АСП38;3;3;22-104;1;доц.Коробкин Александр Петрович;116;Железобетонные и каменные конструкции;л.;2877
АСП46;5;2;22-402;1;проф.Журавлев Александр Александрович;117;Конструкции из дерева и пластмасс;пр.;2962
АСП35;4;2;26-411;1;ст.пр.Кравченко Анастасия Игоревна;118;Основы организации и управления в строительстве;пр.;1354
АСЭУН21;6;2;26-001;2;доц.Стрельников Григорий Петрович;120;Специальные вопросы сопротивления материалов;пр.;1426
АСЭУН31;2;3;21-211;1;доц.Виноградова Елена Владимировна;125;Усиление и восстановление конструкций;пр.;3214
ИЭБ14;6;2;08-232;2;доц.Чуб Елена Григорьевна;127;Практики работы с данными;пр.;3013
АДТТП32;4;4;26-801 26-812;2;асс.Домбалян Анжелика Вагановна/асс.Лызганов Максим Сергеевич;128;Организация транспортных услуг и безопасность транспортного процесса;лаб.;22562/23537
АДАД41;3;4;26-601;1;доц.Строев Дмитрий Александрович;130;Дорожный сервис;пр.;3119
АДАД11;1;1;21-303 21-304;2;ст.пр.Губеладзе Иван Олегович/ст.пр.Гермак Оксана Викторовна;132;Геодезия;лаб.;2912/3081
ИБ41;2;3;25-507;1;доц.Шухова Ольга Анатольевна;134;Международные стандарты аудита;л.;23814
АДГ11;5;2;25-703 26-701;1;асс.Гаранова Мария Валерьевна/доц.Ярышева Татьяна Валентиновна;135;Компьютерная графика в геодезическом и кадастровом производстве;лаб.;23030/6255
ИЭБ31;5;2;21-311а;1;ст.пр.Милькевич Андрей Андреевич;142;Специальная подготовка;пр.;2990
АССУ32;3;2;01-333;1;доц.Полякова Татьяна Витальевна;144;Нормативная база проектирования высотных и большепролетных зданий и сооружений;пр.;3277
АШРР22;6;2;24-905 24-702;2;ст.пр.Барагамян Барегам Олегович/асс.Новичихина Анастасия Андреевна;145;История архитектуры и градостроительства;лаб.;3403/24849
АША22;2;3;21-221 21-211;1;ст.пр.Семергей Маргарита Александровна/зав.к.Власова Ирина Михайловна;146;Живопись;лаб.;22915/22412
МКДК21;1;3;24-502;2;ст.пр.Стародубцева Лилия Владимировна;149;Основы проектной графики;л.;6264
АШП31;1;1;22-402;1;доц.Евтушенко Иван Иванович;150;Технология проектирования гражданских зданий;пр.;3354
ИЭБ21 ИЭБ22;4;2;21-309;2;доц.Федосенко Анна Александровна;7;Социальное предпринимательство;л.;1368
АИПСМ11;3;2;25-114;1;доц.Малышев Александр Викторович;10;История (история России, всеобщая история);пр.;3133
ИТД33 ИТД32 ИТД31;5;3;25-418;2;доц.Максименко Александр Николаевич;12;Правовое регулирование профессиональной деятельности;л.;735
АССУ43;2;4;08-217;1;доц.Сергеева Галина Александровна;18;БЖД (ЧС);пр.;3250
ИЭ22;2;1;25-112;2;преп.Дуюнова Светлана Федоровна;24;Логика;пр.;522
АССУ12 АССУ11 АССУ13;5;1;08-422;2;проф.Снежков Вениамин Иванович;34;Физика;л.;3522
ИЭБ11;3;2;25-407;1;асс.Кряжкова Екатерина Владимировна;35;Психология личности и группы;пр.;24976
ИТД33;3;2;25-217;2;асс.Салман Олеся Федоровна;37;Организация и техника внешнеторговых операций;пр.;22170
АДГ21;2;1;08-302;2;доц.Бондарь Игорь Михайлович;38;Общая электротехника и радиоэлектроника;л.;760
АШРР12;3;1;10-512;2;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
АДАД21;2;1;21-401;2;проф.Гетманов Иван Петрович;46;Философия;л.;3581
ЮОЗЮ31;1;3;26-405а;1;доц.Москалева Татьяна Александровна;51;Гражданский процесс;пр.;22684
АСП32;6;4;21-313 21-213;2;ст.пр.Апрышкин Дмитрий Сергеевич/ст.пр.Колганов Владимир Петрович;69;Вертикальный транспорт;лаб.;570/569
ЮЮS11;5;1;25-410;1;доц.Овчаренко Диана Львовна;76;Основы нравственности;л.;23978
ИЭБ14;5;2;25-307;2;доц.Богачева Марина Николаевна;82;Информатика;л.;2933
ЮОЗЮS21;3;2;25-115;2;доц.Мирошниченко Анна Юрьевна;85;Право социального обеспечения;пр.;23154
ЮОЗЮS33;2;4;25-115;1;доц.Затона Роман Евгеньевич;86;Уголовный процесс;пр.;8770
ЮЮ18;2;3;08-023;1;доц.Рощина Евгения Валерьевна;90;Информационные технологии в юридической сфере;пр.;815
ЮЮ15;2;2;25-111;1;ст.пр.Арутюнян Мариэтта Рубеновна;92;Теория государства и права;пр.;22524
АСП24;6;1;21-125 25-114;2;ст.пр.Шишова Оксана Петровна/асс.Шаркова Марина Викторовна;101;Водоснабжение и водоотведение;лаб.;3182/3128
АИТВ32 АИТВ31;6;3;23-219;2;доц.Котлярова Екатерина Владимировна;104;Вентиляция;л.;3350
АСИП11;4;2;22-502;1;доц.Гридневский Александр Викторович;107;Геология;лаб.;2898
АИМК11;6;2;01-445;2;асс.Федорова Алла Владимировна;108;Инженерная и компьютерная графика;лаб.;3381
АДАД21;2;3;23-207;2;доц.Каклюгин Александр Викторович;109;Дорожное материаловедение;лаб.;1387
АСП36 АСП38 АСП37;1;3;25-709;2;зав.к.Панасюк Леонид Николаевич;110;Строительная механика;л.;3066
АША12;2;1;21-211 21-221;1;асс.Чегге Валерия Сергеевна/ст.пр.Ляпина Светлана Александровна;115;Пространственно-композиционное моделирование и архитектурная графика;лаб.;23381/3438
АСП37;1;4;25-703;2;доц.Георгиев Сергей Валерьевич;116;Железобетонные и каменные конструкции;пр.;2885
АИСК31;2;3;23-202;2;доц.Будыльский Игорь Сергеевич;117;Металлические и деревянные конструкции;л.;3251
АСПп43;1;5;25-118;2;зав.к.Налимова Александра Владимировна;118;Организация, планирование и управление в строительстве;л.;1403
АССУ42;6;5;25-512;2;доц.Чепурненко Антон Сергеевич;120;Теория расчета пластин и оболочек;пр.;1427
АСЭУН41;4;4;26-201;1;ст.пр.Москаленко Ирина Александровна;125;Техническая экспертиза;л.;3269
АСП14;5;2;02-702;2;доц.Неумержицкая Наталья Вячеславовна;127;Практики работы с данными;пр.;3009
АДТТП33;1;2;08-418;2;доц.Веремеенко Елена Геннадьевна;128;Транспортная логистика грузовых систем;л.;3086
АДС21;3;2;21-221;1;доц.Аннабердиев Александр Хаджи-Муратович;130;Дорожно-строительные машины;пр.;3091
АДПГ41;3;2;08-227 08-426;2;доц.Науменко Галина Андреевна/доц.Яковлев Владимир Викторович;132;Прикладная геодезия;лаб.;2913/2908
ИЭ25;3;2;21-310;1;доц.Мазий Валентина Витальевна;134;Основы налогообложения;л.;347
АДГК41;6;5;26-701;1;доц.Ярышева Татьяна Валентиновна;135;Инвентаризация земель и объектов недвижимости;л.;6255
ИЭБ32;6;4;21-311а;2;асс.Сидоренко Елена Николаевна;142;Бухгалтерский (управленческий) учет;пр.;7639
АСП34;3;4;21-117;1;ст.пр.Иванова Полина Васильевна;144;Конструкции гражданских и промышленных зданий;пр.;3286
АШРР31;2;4;24-702 24-801;2;ст.пр.Комарова Светлана Евгеньевна/ст.пр.Лебедева Ольга Викторовна;145;Архитектурное реконструктивное проектирование;лаб.;3349/3399
