Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АДС21;3;2;01-130;2;проф.Гетманов Иван Петрович;46;Философия;л.;3581
ЮЮ37;3;2;25-115;2;доц.Казанцева Ольга Геннадьевна;51;Арбитражный процесс;пр.;6116
ЮОЗЮ22;4;1;25-313;2;доц.Родина Мария Евгеньевна;85;Гражданское право;пр.;19467
ЮОЗЮ33;4;2;25-118;1;доц.Затона Роман Евгеньевич;86;Уголовный процесс;пр.;8770
АСП24;3;1;25-516;2;ст.пр.Шишова Оксана Петровна;101;Водоснабжение и водоотведение;пр.;3182
АИТБ41;2;3;21-125;2;доц.Парамонова Оксана Николаевна;104;Методы и средства систем и комплексов природообустройства;лаб.;3020
АСП41;1;3;22-402;1;преп.Жур Вячеслав Николаевич;107;Основания и фундаменты;пр.;2894
АИСЭЖ21;5;1;21-221;2;асс.Халюшева Ольга Николаевна;109;Строительные материалы;лаб.;23833
АИСК11;2;3;25-111;1;доц.Языев Сердар Батырович;110;Теоретическая механика;л.;3328
АША42;6;3;21-125 22-402;2;ст.пр.Харченко Лариса Николаевна/асс.Чегге Валерия Сергеевна;115;Архитектурное проектирование (1 часть);лаб.;23999/23381
АССУ43;6;3;25-517;1;ст.пр.Муро Генрих Эдуардович;117;Металлические конструкции, включая сварку (общий курс);лаб.;2969
АСП27;1;2;26-405а 26-001;1;доц.Стрельников Григорий Петрович/доц.Кадомцева Елена Эдуардовна;120;Специальные вопросы сопротивления материалов;лаб.;1426/2843
АДАД11;3;3;01-416;1;доц.Маринченко Елена Викторовна;127;Математика;л.;3008
АДТТП32 АДТТП33;5;2;26-810;1;доц.Семчугова Елена Юрьевна;128;Планирование транспортного спроса;л.;3370
АДАД31;5;3;26-601;2;доц.Терюкова Лидия Ивановна;130;Автоматизированное проектирование автомобильных дорог;л.;3109
АДГ21;6;2;21-303;1;ст.пр.Яговкина Елена Николаевна;132;Геодезия;лаб.;2914
ИФ41;1;4;21-310;2;ст.пр.Чантурия Кристина Паатаевна;134;Финансовый менеджмент;л.;2960
АДОМп41;5;4;25-703;1;доц.Аксёнова Елена Геннадьевна;135;Благоустройство населенных мест;л.;3295
ИЭБ51;2;6;21-311а;1;ст.пр.Соколова Альбина Николаевна;142;Практикум по бухгалтерскому (финансовому) учету и отчетности;пр.;2992
МКДК21;4;3;24-801;1;доц.Попов Александр Владимирович;145;История искусств Нового времени;пр.;3392
АША21;2;3;24-401 24-303;2;асс.Аржанов Михаил Михайлович/проф.Трунин Владимир Ушангинович;146;Живопись;лаб.;23912/3313
МКДК12;4;1;24-501 24-502;1;асс.Шабанова Аделина Александровна/ст.пр.Стародубцева Лилия Владимировна;149;Компьютерные технологии в дизайне;лаб.;24916/6264
АШГР31;6;1;24-601;2;доц.Дворников Юрий Яковлевич;150;Средовые факторы в архитектуре;л.;3356
АИСК11;1;3;01-138;2;доц.Малышев Александр Викторович;10;История (история России, всеобщая история);л.;3133
ИЭ34;3;3;25-418;1;преп.Минченко Екатерина Витальевна;12;Правовое обеспечение профессиональной деятельности;пр.;22899
АИСК11;2;1;01-413;2;доц.Брылева Марина Анатольевна;34;Физика;л.;3526
ИТД31 ИТД32 ИТД33;4;2;25-217;2;доц.Рожкова Анжела Юрьевна;37;Логистика;л.;270
АСЭУН21;5;1;22-402;1;доц.Эгильский Евгений Эдуардович;46;Философия;пр.;22154
ЮЮ43 ЮЮ41;4;3;25-316;2;доц.Глущенко Дмитрий Владимирович;51;Административный процесс;л.;22794
ЮЮS22 ЮЮS21;5;2;21-401;1;доц.Касьяненко Татьяна Сергеевна;85;Гражданское право;л.;6175
ЮОЗЮS21;4;1;22-402;1;доц.Затона Роман Евгеньевич;86;Судебное красноречие;пр.;8770
АСП23;1;1;26-405а;1;ст.пр.Шишова Оксана Петровна;101;Водоснабжение и водоотведение;пр.;3182
АИПСМ21;1;1;23-220;1;асс.Гришин Григорий Сергеевич;104;Теплогазоснабжение и вентиляция;лаб.;3168
АИТСЭ11;2;2;21-221;2;проф.Должиков Петр Николаевич;107;Геология;л.;2897
АИТХОМ21;1;1;21-221;2;доц.Курилова Светлана Николаевна;109;Технологические процессы обработки материалов;л.;2810
АСП16;2;2;25-114;1;асс.Чубка Юсра Шукриевна;110;Теоретическая механика;пр.;3332
АША32;5;3;21-222 21-221;1;асс.Фомина Алёна Олеговна/ст.пр.Харченко Лариса Николаевна;115;Концептуальное архитектурное  проектирование;лаб.;3716/23999
АСП44;4;4;22-402;1;зав.к.Щуцкий Сергей Викторович;117;Конструкции из дерева и пластмасс;пр.;2974
АШП21;1;2;25-114 25-111;2;доц.Еремин Виктор Дмитриевич/доц.Аваков Артур Артурович;120;Специальные вопросы сопротивления материалов;лаб.;3025/1417
АШРР12;6;2;22-402;1;доц.Чуб Елена Григорьевна;127;Математика;пр.;3013
АДТТП13;6;1;26-812;1;доц.Булатова Ольга Юрьевна;128;Введение в профессиональную деятельность;пр.;3365
АДАМТ21;3;1;26-614;2;доц.Конорева Ольга Валериевна;130;Автомобильные дороги и технологии их сооружения;пр.;6191
